"","title","writer","written","rating","comment"
"2273","Very nice","Letitia D","Jun 2019",4,"we decided to venture over to the museum a couple of weeks ago the collections are fantastic and quite extensive you could really spend a whole day in there  when we arrived the line was quite long but moved quick free admission"
"2274","Manga exhibition","Sophie Kelly","Jun 2019",5,"the manga exhibition was amazing it was informative wellstuctured and very picturesque i would reccomend this event to any budding artist or child that loves manga and anime because it really inspires you to achieve great heights and shows you inside the life of a manga…"
"2275","Very busy","eejay2015","Jun 2019",5,"the large crowds made it hard to really enjoy the exhibits especially the egyption rooms the museum is quite warm inside but it was easy to find a place to sit and have a cool drink lifts get very busy so be prepared to clumb a lot of stairs "
"2276","Best experienced in stages","mislissyb","Jun 2019",4,"there is so much to see read listen to and experience that  hours doesn’t give it justice to not be overwhelmed with information and crowds i recommend you tour for a bit relax then go back for more this is truly a must see"
"2277","Phenomenal Collection ","scvital","Jun 2019",5,"our best museum experience in london  you could spend days in this museum  the egyptian artifacts were exquisite highly recommend"
"2278","Excellent ","tmmrd","Jun 2019",4,"if you want a break from paintings and like sculpture and artifacts you will love this museum suggested donation well with it "
"2279","Impressive selection","JennLoke","Jun 2019",5,"huge space to roam when u have time will need at least  hours to really take them in crowded but not extremely so u can still read and not be blocked i went on a sunday best part is that it’s free  impressive collection of exhibits   if there is a special collection…"
"2280","Incredible!","Travel606957","Jun 2019",5,"we visit expecially ancient egiptian exposition my kids were very interested  so many things to see"
"2281","At British Museum looking at the Rosetta Stone","NoHodophobia","Jun 2019",1,"we were at the british museum looking at the rosetta stone people were calmly working their way up to the display taking turns and everyone was getting a chance to get their photos and view the artifact then a c tour group rushed in and started shoving everyone and trying to…"
"2282","Super!","Lucka P","Jun 2019",5,"i enjoyed my time there pretty much the entrance is for free and the museum is one of the largest ive ever been to "
"2283","Allow plenty of time to go round excellent","Kevin M","Jun 2019",5,"you need plenty of time to go round this museum as there are lots to see  floors and more ancient egyptian artefacts were outstanding and kept in excellent condition several coffee places to choose on each level which i thought were a bit pricey even for london overall a…"
"2284","A must Visit!!!","LynseyUK55","Jun 2019",4,"first time visiting this musuem which is a beautiful building inside and out and best of all is free to visitmakle sure you plan your visit in order as there is so much to see my favourite area was the eygyptian section was very interesting it wasnt tio busy when we went…"
"2285","the place where I saw a mummy for the first time","Ricardo","Jun 2019",4,"this museum is remarkable so many exhibitions to look at ancient history everywhere and due that i recommend to spread your visits in a few days because it is too much to know in only one day unless you have only one or two interests to explore"
